Shape_Area,PointID,One_m_Class_1_1st_choice,One_m_Class_1_2nd_choice,One_m_Class_2_1st_choice,One_m_Class_2_2nd_choice,One_m_Class_3_1st_choice,One_m_Class_3_2nd_choice,Five_m_Class1_1st_choice,Five_m_Class1_2nd_choice,Five_m_Class_2_1st_choice,Five_m_Class_2_2nd_choice,Five_m_Class_3_1st_choice,Five_m_Class_3_2nd_choice,Bin,Border_ind,Bright_vis,CoefVar_nDSM,Compactnes,Density,EllipticFi,GLCMCon_NIR,GLCMCon_nDSM,GLCMHom_nDSM,GLCMHomNIR,Imag_Brightness,Len_div_Width,MaxHtMinHt,Mean_Blue,Mean_Green,Mean_nDSM,Mean_NIR,Mean_Red,Mean_RE,Mean_slope,Mean_zDev,NDRE,NDVI,NDVIRE,NIR_div_RE,RectangFit,RelBord_bldg,RelBord_trees,RelBord_unclass,Roundness,SAVI,sd_blue,sd_green,sd_ndsm,sd_NIR,sd_RE,sd_red,sd_slope,sd_zdev
19.6347088714,202.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,2.887640449438202,4030.645438711082,0.0,4.033311561071195,1.247228110679678,0.0,1140.7369076908356,0.0,1.0,0.574909265698732,5295.354670150228,2.736842105263158,0.0,5276.086871325931,4310.179621162639,0.0,9070.21456564337,2505.669823644677,4081.501143043762,0.0,0.046000834088164,0.379320351283476,0.56708796677974,0.239227329511883,2.222274170154782,0.483491520061953,0.0,0.027237354085603,0.972762645914397,2.109203378778902,0.850595210203073,94.36593359191546,94.21690757091797,0.0,236.31663629528882,85.05781162298368,106.52082833238072,0.0,0.020106179183076
19.6345936255,212.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,1.597222222222222,3820.6851851851848,0.0,2.070319685934464,0.664517102522702,0.345185185185185,998.233089777906,0.0,1.0,0.577481879458228,5076.37037037037,12.941562523242737,0.0,5135.037037037037,3988.259259259259,0.0,8902.092592592593,2338.759259259259,3175.1666666666665,0.0,0.048561017113151,0.474190857626516,0.583882202152862,0.15168999704452,2.803661516747444,0.650112376657519,0.0,0.0,1.0,1.405394215762665,0.875784347803167,115.99280995646434,116.85511529163342,0.0,168.49434197764865,138.90227713249553,136.51440504443647,0.0,0.007819336984131
19.6342938799,288.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,2.516778523489933,3761.106220027199,0.713376050095844,2.093622503757784,1.45545295448658,0.248013742752845,586.2638950131227,3447.2778225806455,0.502330209165918,0.576274530840294,4972.304845751914,2.307692307692308,2.0,5113.445351084389,3970.0401546059693,0.717844105647413,8747.041228258535,2199.833154391239,3924.51105862143,22.411247415606084,0.401190069663069,0.380579273987633,0.598089266854499,0.281610217232025,2.228823182710338,0.64857917239541,0.0,0.289333333333333,0.710666666666667,1.819879019233323,0.897092925438424,108.99512742116144,82.18372329296335,0.512092792671335,197.43195286279033,72.09770718739534,76.75409557584723,16.667459990124158,0.128718395159902
19.6347753193,317.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,1.041666666666667,3773.2395833333335,3.716828596372828,1.125,1.594080581543154,0.815,809.271336951159,4212.2631212585275,0.781996526174385,0.591950546250031,4795.552083333333,4.0,1.0,5095.1875,3917.03125,0.0675,8162.125,2307.5,3692.875,7.847440602779389,0.253646033890545,0.376992830029523,0.559201022004131,0.230881403245631,2.210235927292421,0.904410171779821,0.0,0.0,1.0,0.557515908534362,0.838761476104631,80.81051815048583,65.42194030627263,0.250885930255166,285.94140024662397,85.02159652111926,109.967040516693,11.283020961659721,0.108594147453425
19.6349455782,343.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,1.657142857142857,3603.9766297662977,5.61426753904728,1.756457564575646,1.530500846407228,0.254612546125461,982.2279942279944,1770.8072024593764,0.90426516719147,0.566242409070751,3650.8782287822883,1.647058823529412,2.0,4927.280442804428,3561.1143911439112,0.03690036900369,5067.985239852398,2323.5350553505536,2970.7269372693727,7.602631312014872,0.248962919870426,0.260894812051094,0.371297118169719,0.122244022456952,1.705974782223094,0.622057394878884,0.267241379310345,0.327586206896552,0.405172413793103,1.637673838992771,0.556908005166636,212.46539710755286,369.7515544347546,0.207168543876283,904.2276717945357,477.7637707483656,288.5276110712072,24.195389516193757,0.382062046093605
19.6342097657,347.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,2.712765957446809,3586.971193415638,0.0,2.685951585535281,1.664988108750565,0.295061728395062,710.3382937827126,0.0,1.0,0.574728531930962,4964.135802469136,1.804920175612015,0.0,5009.700617283951,3683.41975308642,0.0,9141.194444444445,2067.793209876543,2782.817901234568,0.0,0.043059852697461,0.533241358603089,0.631047285687852,0.147409197517431,3.284869786265587,0.588887320477518,0.0,0.0,1.0,1.662164176286547,0.946528706667687,82.57125542122952,91.84032227187029,0.0,96.75307042054257,75.98168753086848,63.81936180774835,0.0,0.009255522916231
19.6342882882,353.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,12.0,1.740890688259109,4902.645454545454,0.0,1.9,1.305944283053887,0.622060606060606,785.1049318192629,0.0,1.0,0.576901817921397,5553.212121212121,5.181818181818182,0.0,5926.957575757576,5079.881818181818,0.0,7878.657575757576,3701.0969696969696,4839.727272727273,0.0,0.047493328048424,0.238939954973318,0.36076417592983,0.133316208214948,1.627913543838558,0.798414360700283,0.0,0.0,1.0,1.0788196653746711,0.541122898852906,94.44641588174635,87.46345368225838,0.0,103.17100112393592,86.61463685083517,78.87917298128146,0.0,0.017855626192799
19.6349540849,27.0,Bare,NA,Barren,NA,Linear_unpaved,NA,Bare,NA,Barren,NA,Linear_unpaved,NA,1.0,1.428571428571429,6020.659340659341,5.526903895190024,2.136050278591829,1.433107124448024,0.523809523809524,1301.0552058982196,1283.4793370165746,0.930611486348242,0.573598110949073,5944.071428571428,3.09940736661441,2.0,6889.227106227107,6145.053113553114,0.054945054945055,6659.46336996337,5027.697802197802,4958.351648351649,7.071829582745339,0.135652216540261,0.146422689544461,0.139620352943573,-0.006944303068952,1.343080088355016,0.74123915344066,0.03125,0.0,0.96875,1.041354234841005,0.209421569944071,378.82609268108354,437.87661855411216,0.303676038197254,352.0509291520869,252.54443805645477,415.6253841604734,22.925280555150703,0.32969472212047
19.6349540849,30.0,Bare,NA,Soil,NA,Modified_soil,NA,Bare,NA,Soil,NA,Modified_soil,NA,1.0,1.470588235294118,5396.873015873015,8.762292952063277,2.015312874144956,1.7928251331560081,0.514285714285714,503.28130232558215,604.3983150011702,0.965833899660759,0.574726188783625,5614.825396825397,1.702061882851615,2.0,6236.0952380952385,5452.952380952381,0.017142857142857,6889.952380952381,4501.571428571428,4858.261904761905,2.233085526965913,0.119097613983211,0.172936109844455,0.209662990862045,0.038108635430525,1.418192867329586,0.746227750321767,0.0,0.0,1.0,1.045804926367488,0.314480683017567,222.42952972033243,173.77434086179554,0.150210736321085,267.8829659510164,183.00078838287757,203.86411707628196,10.301671779709466,0.150576089492526
19.6349540849,82.0,Vegetation,NA,Trees,NA,Shrub,NA,Vegetation,NA,Trees,NA,Shrub,NA,8.0,1.758064516129032,3692.3926585094546,0.0,2.491657397107898,1.80762257538764,0.448275862068966,1134.384581786416,18.08007785346865,0.999721956173631,0.574838733635747,5556.085650723025,1.4,0.0,4818.583982202447,4008.1835372636265,0.0,10409.662958843159,2250.4104560622914,4603.374860956618,0.026218272157188,0.156878739114731,0.386749714986329,0.644486981661141,0.343308740507466,2.261311162628183,0.710782735136033,0.0,0.325688073394495,0.674311926605505,1.734576846987944,0.966692293712567,96.72815714228236,139.57422430155157,0.0,370.8075048416073,128.79140714268485,162.80221163467004,0.785673736246605,0.151090747839232
19.6349540849,52.0,Vegetation,NA,Trees,NA,Deciduous,NA,Vegetation,NA,Trees,NA,Deciduous,NA,9.0,2.884615384615385,3366.6145642900665,3.045861084838769,3.720292504570384,1.048001532302018,0.0,1275.9909090909084,1809.011138112596,0.772412368042145,0.568074569949265,3823.0840950639854,2.972972972972973,4.0,4779.596892138939,3389.244058500914,0.163619744058501,6149.005484460695,1931.0027422303474,2873.9012797074956,15.088456751877473,0.37086192371368,0.362976620545311,0.522029510848372,0.196236705909658,2.139602194368534,0.347852942584515,0.0,0.555555555555556,0.444444444444444,2.326681470359105,0.782995813610652,92.29988100869055,122.63938395803007,0.498363011139067,567.1613027148109,201.8110265498844,90.17013672707533,24.820723067390375,0.674736734161692
19.6348934356,35.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,10.0,1.395348837209302,3780.7818930041153,0.572254708304181,1.469135802469136,2.257367873616521,0.687901234567901,943.5226965423991,1901.9467971115637,0.028830506408075,0.57148118006767,5058.008230452674,1.214285714285714,0.16889999806881,5142.228395061728,3863.4444444444443,0.047686543231298,8973.907407407407,2336.6728395061727,3142.703703703704,1.202030894241215,0.05655760002265,0.481256982685233,0.586816451765363,0.147102659917829,2.855473583727151,0.861843893708701,0.0,0.0,1.0,0.658053857126846,0.880185767806614,110.38139686545342,77.90386605091568,0.027288848886861,99.66442494415763,63.48509000504628,50.883773426414244,0.673517905085487,0.010224504425959
19.6353762866,41.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,10.0,4.025641025641026,3672.5231729055254,0.6593142019978,3.368983957219252,1.279960821806164,0.0,801.9403798582858,1855.7788334367845,0.029514090227071,0.577127207157401,4822.0213903743315,1.028571428571429,0.305500000715256,5038.836898395722,3780.898395721925,0.051027914446761,8487.331550802139,2197.8342245989306,3024.719251336898,1.577689561232685,0.059348022026174,0.474512525470287,0.588619536505706,0.158329642874513,2.805989860728666,0.166079000486375,0.0,0.0,1.0,2.044837429521815,0.882887991034018,80.88912743982674,82.06701544570757,0.033643428693078,153.11151512335545,98.03332841260377,68.91593192867091,1.219896970634324,0.014621422760501
19.6345611784,82.0,Bare,NA,Soil,NA,Modified_soil,NA,Bare,NA,Soil,NA,Modified_soil,NA,10.0,2.037037037037037,3976.570175438597,0.629276045928319,1.947144548919174,1.640179411076947,0.382105263157895,750.4395508164633,2644.017031710778,0.021571287285377,0.576382259747006,4910.93201754386,2.302468850437017,0.109999999403954,5276.736842105263,4132.934210526316,0.029700368422476,8079.8223684210525,2520.0394736842104,3294.4276315789475,0.982802022318601,0.047064334516855,0.420721782697066,0.524514656658261,0.133182997491511,2.452572425926554,0.67285811954168,0.0,0.0,1.0,1.440312912085893,0.786734874368117,86.05305407911241,96.19303995041423,0.01868973040351,201.4383509575532,76.21684801083616,89.06169369562842,0.517197765176647,0.007686676511792
19.6343300092,90.0,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,Vegetation,NA,Grass-herb,NA,Modified_G-H,NA,10.0,2.4,3850.533734134937,0.58334664657779,2.360721442885772,2.044562793674793,0.43871743486974,550.6257464328377,2155.062419033686,0.026292276781979,0.579554834443136,5244.618570474282,1.225806451612903,0.155699998140335,5198.300601202405,4039.11623246493,0.035360769598863,9380.55511022044,2314.184368737475,3216.9779559118238,1.043029590454363,0.048415323951261,0.489268583138633,0.604234985670038,0.163219506892991,2.915952561310482,0.7209205939085,0.0,0.0,1.0,1.310385442695849,0.90631372972697,93.93129401660994,76.95262132568273,0.020627586365906,124.49775037579117,74.77429977502584,60.35491286686343,0.655475759289092,0.008523657379493
